fit_id,holdout_year,validation,model_id,candidate_index,spec,inner_MAE_days,training_years
main_P3_P3-M2_rolling_2025,2025,rolling,P3-M2,8,"{""coefficient"": 0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",6.444444444,2022;2023;2024
main_P3_P3-M2_rolling_2025,2025,rolling,P3-M2,9,"{""coefficient"": -0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""water_balance"", ""temperature"": 5}",7.111111111,2022;2023;2024
main_P3_P3-M2_rolling_2025,2025,rolling,P3-M2,10,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""water_balance"", ""temperature"": 5}",5.888888889,2022;2023;2024
main_P3_P3-M2_rolling_2025,2025,rolling,P3-M2,11,"{""coefficient"": 0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""water_balance"", ""temperature"": 5}",5.666666667,2022;2023;2024
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,0,"{""coefficient"": -0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""heat_day"", ""temperature"": 5}",5,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,1,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""heat_day"", ""temperature"": 5}",4.9,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,2,"{""coefficient"": 0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""heat_day"", ""temperature"": 5}",5.7,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,3,"{""coefficient"": -0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""heat_hour_fraction"", ""temperature"": 5}",4.9,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,4,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""heat_hour_fraction"", ""temperature"": 5}",4.9,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,5,"{""coefficient"": 0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""heat_hour_fraction"", ""temperature"": 5}",5,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,6,"{""coefficient"": -0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",5,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,7,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",4.9,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,8,"{""coefficient"": 0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""radiation"", ""temperature"": 5}",5.1,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,9,"{""coefficient"": -0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""water_balance"", ""temperature"": 5}",5.9,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,10,"{""coefficient"": 0, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""water_balance"", ""temperature"": 5}",4.9,2022;2023;2024;2025
main_P3_P3-M2_rolling_2026,2026,rolling,P3-M2,11,"{""coefficient"": 0.25, ""kind"": ""gdd"", ""model_id"": ""P3-M2"", ""modifier"": ""water_balance"", ""temperature"": 5}",4.8,2022;2023;2024;2025
